episode_id,policy_freq,profile,method,filter,value,episode_length,collision,mean_speed,total_cost,total_avoided_cost,total_expected_cost,total_reward,total_basic_reward,total_added_reward,mean_iterations_to_converge,convergence_rate,outcome_unchanged_count,outcome_naively_augmented_count,outcome_rcps_augmented_count,outcome_projection_count,lane_0_time,lane_1_time,lane_2_time
0,1,right_lane,adaptive,True,0.001,40,0,24.143956595220835,28.5,0.0,28.291650898754597,51.878418998102696,46.628418998102696,5.25,18.0,1.0,0,0,40,0,29.0,1.0,10.0
1,1,right_lane,adaptive,True,0.001,40,0,22.39391909147172,0.0,0.5,3.272515425167512,63.5793364593207,43.8293364593207,19.75,18.0,1.0,0,0,39,1,0.0,1.0,39.0
2,1,right_lane,adaptive,True,0.001,40,0,21.641460907064253,25.5,2.0,24.52486489340663,50.12540102362677,42.62540102362677,7.5,18.0,1.0,0,0,40,0,21.0,8.0,11.0
3,1,right_lane,adaptive,True,0.001,40,0,21.643957345971565,4.5,5.0,6.9717560915569265,60.63033175355449,42.63033175355449,18.0,18.0,1.0,0,0,39,1,0.0,8.0,32.0
4,1,right_lane,adaptive,True,0.001,40,0,22.643957345971565,4.0,3.0,7.649663121043886,61.978228641023186,44.22822864102319,17.75,18.0,1.0,0,0,39,1,1.0,7.0,32.0
5,1,right_lane,adaptive,True,0.001,40,0,21.393957345971565,40.0,0.0,37.15131676197052,42.23033175355451,42.23033175355451,0.0,18.0,1.0,0,0,40,0,40.0,0.0,0.0
6,1,right_lane,adaptive,True,0.001,40,0,24.768956595220327,28.5,5.0,27.823207176290452,53.374755088546905,47.624755088546905,5.75,18.0,1.0,0,0,40,0,21.0,15.0,4.0
7,1,right_lane,adaptive,True,0.001,40,0,23.768957345971565,27.0,0.0,26.488907155844572,52.27642530299664,46.026425302996635,6.25,18.0,1.0,0,0,39,1,22.0,11.0,7.0
8,1,right_lane,adaptive,True,0.001,40,0,23.143957345971565,24.0,2.0,22.950527291744947,53.024561934805625,45.02456193480563,8.0,18.0,1.0,0,0,40,0,17.0,14.0,9.0
9,1,right_lane,adaptive,True,0.001,40,0,22.26895733124236,2.5,0.5,6.161811182042584,62.128991116710566,43.628991116710566,18.5,18.0,1.0,0,0,39,1,0.0,6.0,34.0
10,1,right_lane,adaptive,True,0.001,40,0,22.76895734596765,14.5,6.5,14.858022565593615,57.676161022328756,44.426161022328756,13.25,18.0,1.0,0,0,38,2,11.0,5.0,24.0
11,1,right_lane,adaptive,True,0.001,40,0,24.51895659522084,28.0,0.0,26.298769196573403,53.72891623221356,47.22891623221356,6.5,18.0,1.0,0,0,37,3,26.0,2.0,12.0
12,1,right_lane,adaptive,True,0.001,40,0,21.768957345971565,7.5,5.0,11.14380693435669,58.57688429943807,42.82688429943807,15.75,18.0,1.0,0,0,40,0,6.0,5.0,29.0
13,1,right_lane,adaptive,True,0.001,40,0,21.518957345971565,13.5,1.5,15.390885144472122,55.678329819637284,42.428329819637284,13.25,18.0,1.0,0,0,40,0,10.0,7.0,23.0
14,1,right_lane,adaptive,True,0.001,40,0,21.01895239570549,2.0,1.5,3.326306188622766,60.3771802604088,41.62718026040879,18.75,18.0,1.0,0,0,36,4,0.0,5.0,35.0
15,1,right_lane,adaptive,True,0.001,40,0,22.643957345971565,7.5,0.5,10.380385344324168,59.9783987358324,44.22839873583241,15.75,18.0,1.0,0,0,36,4,8.0,1.0,31.0
16,1,right_lane,adaptive,True,0.001,40,0,23.143957345971565,20.0,2.0,19.359937780151085,55.02746431645779,45.027464316457795,10.0,18.0,1.0,0,0,39,1,15.0,10.0,15.0
17,1,right_lane,adaptive,True,0.001,40,0,22.518957345971565,17.0,4.5,18.30880838056055,55.77707520338755,44.02707520338754,11.75,18.0,1.0,0,0,37,3,6.0,21.0,13.0
18,1,right_lane,adaptive,True,0.001,40,0,21.018957345971565,1.5,6.0,5.7625476606190205,60.378389146093944,41.62838914609395,18.75,18.0,1.0,0,0,40,0,1.0,3.0,36.0
19,1,right_lane,adaptive,True,0.001,40,0,22.00249644062177,18.5,1.0,19.705187924206257,53.70306088071763,43.203060880717636,10.5,18.0,1.0,0,0,40,0,17.0,4.0,19.0
20,1,right_lane,adaptive,True,0.001,40,0,21.393957345971565,32.5,3.0,30.55250658839941,46.229047632454005,42.229047632454005,4.0,18.0,1.0,0,0,40,0,29.0,6.0,5.0
